,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,type_of_assessment,score_text,v_type_of_assessment,v_decile_score,start,end,event,two_year_recid
3853,Male,32,25 - 45,African-American,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,1159,0,No
3854,Male,23,Less than 25,Other,0,3,0,0,0,1.0,M,1,0,Risk of Recidivism,Low,Risk of Violence,4,0,945,1,No
3855,Male,52,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,971,0,No
3856,Male,38,25 - 45,African-American,0,4,0,0,5,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,5,852,0,No
3857,Male,46,Greater than 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1143,0,No
3858,Male,20,Less than 25,African-American,0,3,0,0,2,17.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,5,0,32,0,Yes
3859,Female,51,Greater than 45,African-American,0,1,0,0,1,291.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,933,0,No
3860,Male,63,Greater than 45,Caucasian,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1041,0,No
3861,Male,27,25 - 45,African-American,0,6,0,0,2,234.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,1053,0,No
3862,Male,27,25 - 45,African-American,0,4,0,0,1,1.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,5,0,169,0,Yes
3863,Male,27,25 - 45,African-American,0,5,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,2,777,0,No
3864,Male,24,Less than 25,African-American,2,9,1,0,10,251.0,M,0,0,Risk of Recidivism,High,Risk of Violence,5,0,857,0,No
3865,Male,27,25 - 45,African-American,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,1,489,0,No
3866,Female,48,Greater than 45,African-American,0,5,0,0,0,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,3,9,809,0,No
3867,Female,26,25 - 45,African-American,0,4,0,0,1,23.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,5,0,795,0,No
3868,Male,58,Greater than 45,Other,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,791,0,No
3869,Female,51,Greater than 45,African-American,0,1,0,0,4,60.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,907,0,No
3870,Male,41,25 - 45,African-American,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,3,938,0,No
3871,Male,21,Less than 25,African-American,0,7,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,7,0,1172,0,No
3872,Male,32,25 - 45,African-American,0,7,0,0,1,652.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,9,0,831,0,No
3873,Male,26,25 - 45,Other,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,1071,0,No
3874,Female,39,25 - 45,African-American,0,6,0,0,3,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,2,1,541,0,No
3875,Female,48,Greater than 45,Other,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,772,0,No
3876,Male,46,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,822,0,No
3877,Male,56,Greater than 45,Hispanic,0,8,0,0,2,874.0,M,0,0,Risk of Recidivism,High,Risk of Violence,5,0,771,0,No
3878,Male,33,25 - 45,Other,0,8,1,0,7,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,3,115,686,1,Yes
3879,Male,20,Less than 25,Native American,0,9,1,0,1,5.0,F,1,1,Risk of Recidivism,High,Risk of Violence,9,0,204,1,Yes
3880,Male,32,25 - 45,Caucasian,0,3,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,817,0,No
3881,Male,64,Greater than 45,Hispanic,0,1,0,0,1,2.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1033,0,No
3882,Male,26,25 - 45,African-American,0,4,0,0,2,23.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,760,0,No
3883,Female,30,25 - 45,Caucasian,0,6,0,0,1,216.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,2,0,40,0,No
3884,Male,22,Less than 25,African-American,0,8,0,0,2,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,8,0,748,1,No
3885,Female,43,25 - 45,Caucasian,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,831,0,No
3886,Female,55,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1057,0,No
3887,Male,34,25 - 45,Hispanic,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,77,968,0,No
3888,Male,20,Less than 25,African-American,0,2,0,2,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,6,1,899,0,No
3889,Male,29,25 - 45,African-American,0,9,4,1,15,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,7,0,227,1,Yes
3890,Male,55,Greater than 45,Caucasian,0,8,0,0,7,0.0,F,0,0,Risk of Recidivism,High,Risk of Violence,10,0,481,0,No
3891,Male,22,Less than 25,African-American,0,6,0,0,1,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,8,1,47,0,No
3892,Male,55,Greater than 45,African-American,0,1,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,8,934,0,No
3893,Male,21,Less than 25,African-American,0,10,0,3,0,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,9,6,318,1,Yes
3894,Male,38,25 - 45,African-American,1,4,0,0,6,52.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,1025,0,No
3895,Male,23,Less than 25,African-American,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,0,920,0,No
3896,Female,28,25 - 45,Caucasian,0,5,0,0,1,2.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,2,0,968,0,No
3897,Male,45,Greater than 45,Other,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,1058,0,No
3898,Male,39,25 - 45,African-American,0,1,0,0,1,1.0,F,1,0,Risk of Recidivism,Low,Risk of Violence,2,13,843,1,No
3899,Male,79,Greater than 45,Caucasian,0,1,0,0,1,22.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,977,0,No
3900,Male,48,Greater than 45,Caucasian,0,1,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,846,0,No
3901,Male,31,25 - 45,African-American,1,8,0,0,5,1.0,M,0,0,Risk of Recidivism,High,Risk of Violence,3,0,551,0,No
3902,Male,56,Greater than 45,Caucasian,0,1,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,3,740,0,No
3903,Male,43,25 - 45,African-American,0,1,0,0,2,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,956,0,No
3904,Male,20,Less than 25,Hispanic,0,3,0,2,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,5,0,750,0,No
3905,Male,41,25 - 45,African-American,0,6,0,0,0,4.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,2,0,166,0,No
3906,Male,24,Less than 25,Other,0,3,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,56,0,No
3907,Female,33,25 - 45,African-American,0,1,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,919,0,No
3908,Male,22,Less than 25,African-American,0,3,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,4,8,786,0,No
3909,Male,34,25 - 45,African-American,0,1,0,0,3,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,800,0,No
3910,Male,36,25 - 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1169,0,No
3911,Male,69,Greater than 45,Caucasian,0,5,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,1,0,1168,0,No
3912,Male,32,25 - 45,Caucasian,0,5,0,0,5,1.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,4,0,363,0,Yes
3913,Male,46,Greater than 45,Caucasian,0,5,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,78,843,0,No
3914,Male,34,25 - 45,Caucasian,0,5,0,0,1,15.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,3,0,767,0,No
3915,Female,32,25 - 45,Hispanic,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,10,457,0,No
3916,Male,39,25 - 45,African-American,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1159,0,No
3917,Male,25,25 - 45,African-American,0,7,0,1,6,1.0,M,1,1,Risk of Recidivism,Medium,Risk of Violence,7,1,297,1,Yes
3918,Male,29,25 - 45,Caucasian,0,5,0,0,2,2.0,M,1,0,Risk of Recidivism,Medium,Risk of Violence,4,0,101,0,No
3919,Female,40,25 - 45,Caucasian,0,5,0,0,0,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,2,2,774,0,No
3920,Male,36,25 - 45,Caucasian,0,5,0,0,10,5.0,M,1,1,Risk of Recidivism,Medium,Risk of Violence,4,0,54,1,Yes
3921,Male,50,Greater than 45,Caucasian,0,7,0,0,5,8.0,F,1,0,Risk of Recidivism,Medium,Risk of Violence,1,0,915,1,No
3922,Male,37,25 - 45,African-American,0,7,0,0,4,1.0,M,1,1,Risk of Recidivism,Medium,Risk of Violence,7,74,125,0,Yes
3923,Male,34,25 - 45,African-American,0,7,0,0,1,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,0,502,0,No
3924,Female,35,25 - 45,Hispanic,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,743,0,No
3925,Male,23,Less than 25,Caucasian,0,7,0,1,10,0.0,F,1,0,Risk of Recidivism,Medium,Risk of Violence,6,69,854,1,No
3926,Male,20,Less than 25,Other,0,4,0,0,0,2.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,7,0,297,0,No
3927,Male,26,25 - 45,Caucasian,0,5,0,0,2,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,1102,0,No
3928,Male,59,Greater than 45,Caucasian,0,1,0,0,2,15.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,1,0,27,0,Yes
3929,Male,45,Greater than 45,Caucasian,0,2,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,915,0,No
3930,Male,37,25 - 45,Caucasian,0,2,0,0,2,12.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,34,0,No
3931,Male,22,Less than 25,African-American,0,8,0,0,1,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,7,35,798,0,No
3932,Male,25,25 - 45,African-American,0,5,0,0,5,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,7,375,1159,0,No
3933,Female,52,Greater than 45,African-American,0,3,0,0,3,233.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1130,0,No
3934,Male,20,Less than 25,African-American,0,4,0,0,1,1.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,7,0,653,1,Yes
3935,Male,32,25 - 45,African-American,0,6,0,0,6,1173.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,7,0,785,0,No
3936,Male,39,25 - 45,Caucasian,0,6,0,0,8,75.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,920,0,No
3937,Male,50,Greater than 45,Hispanic,0,1,0,0,2,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,767,0,No
3938,Male,20,Less than 25,African-American,1,6,0,0,1,20.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,8,0,786,0,No
3939,Male,39,25 - 45,Caucasian,0,1,0,0,1,48.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1079,0,No
3940,Male,51,Greater than 45,Caucasian,0,2,0,0,1,1.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,1,1,148,1,Yes
3941,Male,30,25 - 45,African-American,0,2,0,0,2,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,17,77,0,No
3942,Male,39,25 - 45,Other,0,1,0,0,0,1.0,M,1,0,Risk of Recidivism,Low,Risk of Violence,1,2,757,1,No
3943,Male,26,25 - 45,African-American,0,6,0,0,2,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,32,1091,0,No
3944,Male,20,Less than 25,Other,0,5,0,0,0,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,6,0,893,0,No
3945,Female,51,Greater than 45,Caucasian,0,5,0,0,7,157.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,0,795,0,No
3946,Female,26,25 - 45,Caucasian,0,5,0,0,0,4.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,1131,0,No
3947,Male,26,25 - 45,African-American,0,4,0,0,5,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,2,171,0,No
3948,Male,20,Less than 25,Caucasian,0,2,0,2,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,6,0,847,0,No
3949,Male,28,25 - 45,African-American,0,3,0,0,0,0.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,3,15,111,1,Yes
3950,Female,21,Less than 25,African-American,0,5,0,0,0,4.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,7,0,277,0,No
3951,Male,25,25 - 45,Other,0,9,0,0,0,1.0,F,1,1,Risk of Recidivism,High,Risk of Violence,8,0,83,1,Yes
3952,Male,30,25 - 45,Caucasian,0,3,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,1,887,0,No
3953,Male,21,Less than 25,Caucasian,0,9,2,7,2,4.0,F,1,1,Risk of Recidivism,High,Risk of Violence,9,0,473,1,Yes
3954,Male,35,25 - 45,African-American,0,10,0,0,22,0.0,F,1,1,Risk of Recidivism,High,Risk of Violence,7,2,82,1,Yes
3955,Male,50,Greater than 45,Caucasian,0,2,0,0,2,1.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,1,8,33,1,Yes
3956,Male,25,25 - 45,African-American,0,9,0,0,5,1.0,M,0,0,Risk of Recidivism,High,Risk of Violence,9,1,152,0,No
3957,Female,48,Greater than 45,Caucasian,0,9,0,0,1,125.0,F,0,0,Risk of Recidivism,High,Risk of Violence,2,0,1163,0,No
3958,Male,26,25 - 45,African-American,0,9,0,0,0,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,10,0,58,0,No
3959,Male,22,Less than 25,African-American,0,4,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,5,0,1045,0,No
3960,Male,29,25 - 45,African-American,0,3,0,0,0,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,831,0,No
3961,Male,52,Greater than 45,Caucasian,0,1,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1175,0,No
3962,Male,21,Less than 25,African-American,0,7,0,0,0,1.0,F,1,0,Risk of Recidivism,Medium,Risk of Violence,7,0,811,1,No
3963,Male,21,Less than 25,Caucasian,0,8,0,0,1,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,6,0,825,0,No
3964,Male,24,Less than 25,African-American,0,7,0,0,3,0.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,6,93,922,0,No
3965,Female,30,25 - 45,Caucasian,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1052,0,No
3966,Male,41,25 - 45,African-American,0,9,1,0,9,733.0,M,0,0,Risk of Recidivism,High,Risk of Violence,6,1,1142,0,No
3967,Male,53,Greater than 45,Hispanic,0,1,0,0,1,82.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1169,0,No
3968,Male,48,Greater than 45,Caucasian,0,2,0,0,6,27.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,53,0,No
3969,Female,34,25 - 45,African-American,0,1,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1138,0,No
3970,Male,39,25 - 45,Other,0,4,0,0,1,438.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,830,0,No
3971,Female,48,Greater than 45,Caucasian,0,8,0,0,17,1624.0,F,0,0,Risk of Recidivism,High,Risk of Violence,5,0,1157,0,No
3972,Male,31,25 - 45,Hispanic,0,7,0,0,1,512.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,0,583,0,No
3973,Male,26,25 - 45,Hispanic,0,2,0,0,0,,M,1,0,Risk of Recidivism,Low,Risk of Violence,3,1,962,1,No
3974,Male,25,25 - 45,African-American,0,2,0,0,1,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,835,0,No
3975,Male,56,Greater than 45,Caucasian,0,1,0,0,6,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1059,0,No
3976,Male,23,Less than 25,African-American,0,4,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,5,0,1094,0,No
3977,Male,21,Less than 25,Caucasian,0,4,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,6,0,813,0,No
3978,Male,66,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,956,0,No
3979,Male,28,25 - 45,African-American,0,7,0,0,7,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,132,0,No
3980,Male,29,25 - 45,Caucasian,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,829,0,No
3981,Male,39,25 - 45,Caucasian,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,816,0,No
3982,Male,31,25 - 45,Caucasian,0,2,0,0,1,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1100,0,No
3983,Male,22,Less than 25,African-American,0,8,0,0,0,1.0,M,0,0,Risk of Recidivism,High,Risk of Violence,6,53,1139,0,No
3984,Female,22,Less than 25,Caucasian,0,5,0,0,0,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,5,0,889,0,No
3985,Male,35,25 - 45,Caucasian,0,4,0,2,3,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,919,0,No
3986,Female,37,25 - 45,African-American,0,5,0,0,0,0.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,0,811,0,No
3987,Female,30,25 - 45,African-American,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1186,0,No
3988,Male,56,Greater than 45,Caucasian,0,1,0,0,1,1.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,1,0,779,1,No
3989,Female,34,25 - 45,African-American,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,796,0,No
3990,Male,43,25 - 45,Caucasian,0,1,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,930,0,No
3991,Male,38,25 - 45,Caucasian,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1179,0,No
3992,Male,39,25 - 45,Caucasian,0,3,0,0,3,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,6,0,1117,0,No
3993,Male,26,25 - 45,African-American,0,3,0,0,2,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,1068,0,No
3994,Female,55,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,798,0,No
3995,Male,61,Greater than 45,African-American,0,7,0,0,25,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,1102,0,No
3996,Male,33,25 - 45,Other,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,10,1116,0,No
3997,Male,40,25 - 45,Caucasian,0,7,0,0,4,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,7,1,76,0,No
3998,Male,33,25 - 45,African-American,0,2,0,0,3,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1086,0,No
3999,Male,26,25 - 45,Caucasian,0,6,0,0,0,1.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,4,0,314,1,Yes
4000,Male,28,25 - 45,African-American,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,780,0,No
4001,Male,45,Greater than 45,Caucasian,0,1,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1182,0,No
4002,Female,57,Greater than 45,Caucasian,0,2,0,0,4,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,257,1113,0,No
4003,Male,26,25 - 45,African-American,0,7,0,0,3,1.0,F,1,1,Risk of Recidivism,Medium,Risk of Violence,9,46,218,1,Yes
4004,Male,35,25 - 45,African-American,0,8,0,0,1,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,4,0,938,0,No
4005,Male,54,Greater than 45,Hispanic,0,1,0,0,0,0.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,2,1090,0,No
4006,Female,29,25 - 45,African-American,0,5,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,4,2,765,0,No
4007,Female,40,25 - 45,Caucasian,0,2,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,834,0,No
4008,Female,25,25 - 45,African-American,0,2,0,1,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,1056,0,No
4009,Male,44,25 - 45,African-American,0,6,0,0,3,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,5,2,55,0,No
4010,Male,48,Greater than 45,Caucasian,0,1,0,0,1,31.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,1065,0,No
4011,Female,59,Greater than 45,Caucasian,0,1,0,0,1,302.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,763,0,No
4012,Male,29,25 - 45,African-American,0,2,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,72,172,0,No
4013,Male,56,Greater than 45,Caucasian,0,1,0,0,0,4.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,956,0,No
4014,Female,27,25 - 45,African-American,0,3,0,0,0,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,798,0,No
4015,Female,29,25 - 45,Caucasian,0,7,0,0,0,1.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,3,0,1124,0,No
4016,Female,34,25 - 45,Caucasian,0,4,0,0,4,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,871,0,No
4017,Female,22,Less than 25,African-American,0,7,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,6,0,1172,0,No
4018,Male,31,25 - 45,Caucasian,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,2,741,0,No
4019,Male,47,Greater than 45,African-American,0,2,0,0,3,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,817,0,No
4020,Female,20,Less than 25,Caucasian,0,4,0,0,1,50.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,6,0,921,0,No
4021,Male,39,25 - 45,African-American,0,9,0,0,4,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,5,118,965,0,No
4022,Male,30,25 - 45,Hispanic,0,2,0,0,2,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,2,5,54,0,No
4023,Male,61,Greater than 45,African-American,0,8,0,0,2,1.0,M,0,0,Risk of Recidivism,High,Risk of Violence,10,1,903,0,No
4024,Male,37,25 - 45,Hispanic,0,4,0,0,3,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,3,0,896,0,No
4025,Male,38,25 - 45,Other,0,1,0,0,1,1.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,1,0,455,1,Yes
4026,Male,30,25 - 45,African-American,0,9,0,0,0,1.0,M,0,0,Risk of Recidivism,High,Risk of Violence,7,0,1149,0,No
4027,Male,47,Greater than 45,Other,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,1,842,0,No
4028,Male,56,Greater than 45,Caucasian,0,1,0,0,5,238.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,737,0,No
4029,Female,58,Greater than 45,Hispanic,0,5,0,0,1,133.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,3,0,751,0,No
4030,Male,28,25 - 45,African-American,0,6,0,0,12,1.0,M,1,1,Risk of Recidivism,Medium,Risk of Violence,5,0,117,1,Yes
4031,Male,59,Greater than 45,African-American,0,1,0,0,1,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,62,1100,0,No
4032,Male,23,Less than 25,Caucasian,0,9,1,0,4,1.0,M,1,1,Risk of Recidivism,High,Risk of Violence,9,1,578,1,Yes
4033,Female,41,25 - 45,Hispanic,0,1,0,0,0,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,791,0,No
4034,Male,22,Less than 25,African-American,0,7,0,0,0,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,7,1,440,0,No
4035,Male,26,25 - 45,African-American,0,4,0,0,5,1.0,F,0,0,Risk of Recidivism,Low,Risk of Violence,5,0,846,0,No
4036,Male,44,25 - 45,Caucasian,0,5,0,0,1,0.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,2,2,784,0,No
4037,Female,34,25 - 45,African-American,0,1,0,0,0,1.0,M,1,1,Risk of Recidivism,Low,Risk of Violence,1,0,199,1,Yes
4038,Male,29,25 - 45,African-American,0,9,0,0,8,65.0,M,0,0,Risk of Recidivism,High,Risk of Violence,4,4,748,0,No
4039,Female,31,25 - 45,African-American,0,6,0,0,0,5.0,M,0,0,Risk of Recidivism,Medium,Risk of Violence,4,0,882,0,No
4040,Male,21,Less than 25,Caucasian,0,6,0,0,2,10.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,5,0,788,0,No
4041,Male,34,25 - 45,Caucasian,0,5,0,0,4,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,6,0,1096,0,No
4042,Male,54,Greater than 45,African-American,0,6,0,0,21,1.0,F,0,0,Risk of Recidivism,Medium,Risk of Violence,1,0,1100,0,No
4043,Male,20,Less than 25,Caucasian,0,10,4,0,4,1.0,F,0,0,Risk of Recidivism,High,Risk of Violence,10,0,968,0,No
4044,Male,31,25 - 45,Caucasian,0,3,0,0,1,1.0,F,1,1,Risk of Recidivism,Low,Risk of Violence,3,0,4,1,Yes
4045,Male,22,Less than 25,Caucasian,0,4,0,0,0,0.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,5,1,398,0,No
4046,Male,36,25 - 45,African-American,0,4,0,0,6,1.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,1,0,740,0,No
4047,Male,36,25 - 45,Caucasian,0,1,0,0,3,116.0,M,0,0,Risk of Recidivism,Low,Risk of Violence,2,0,997,0,No
4048,Male,50,Greater than 45,African-American,0,8,0,0,15,1.0,M,0,0,Risk of Recidivism,High,Risk of Violence,4,0,850,0,No
